hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,non_block,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),loadfactor 1,loadfactor 2
491,1767600,22108433,47562,14194,0,0,21680,25882,0,0,0,0,0,0,100,0,42071,20430388,14245,13668322,14245,0,14245,0,0,0,0,0,0,100,0,27826,13599,13599,13599,314,13599,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,144188,62040,1.75922e+13,1.92129
492,1771200,22161829,53396,15972,0,0,24622,28774,0,0,0,0,0,0,100,0,55509,20485411,15973,13703820,15973,0,15973,0,0,0,0,0,0,100,0,39536,19525,19525,19525,243,19525,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,140636,58245,1.75922e+13,1.93653
493,1774800,22213907,52078,15516,0,0,23815,28263,0,0,0,0,0,0,100,0,40112,20524923,15538,13731345,15538,0,15538,0,0,0,0,0,0,100,0,24574,11987,11987,11987,300,11987,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,144187,61496,1.75922e+13,1.95134
494,1778400,22264139,50232,15409,0,0,23088,27144,0,0,0,0,0,0,100,0,34756,20558811,15454,13756016,15454,0,15454,0,0,0,0,0,0,100,0,19302,9217,9217,9217,434,9217,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,150424,67299,1.75922e+13,1.96608
495,1782000,22320948,56809,17076,0,0,26094,30715,0,0,0,0,0,0,100,0,43604,20601773,17118,13786056,17118,0,17118,0,0,0,0,0,0,100,0,26486,12922,12922,12922,321,12922,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,154620,71174,1.75922e+13,1.98241
496,1785600,22376532,55584,16740,0,0,26214,29370,0,0,0,0,0,0,100,0,43257,20644266,16763,13815684,16763,0,16763,0,0,0,0,0,0,100,0,26494,12865,12865,12865,382,12865,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,158518,74690,1.75922e+13,1.99839
497,1789200,22431218,54686,16608,0,0,24813,29873,0,0,0,0,0,0,100,0,49747,20693353,16659,13848557,16659,0,16659,0,0,0,0,0,0,100,0,33088,16214,16214,16214,330,16214,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,158963,74805,1.75922e+13,2.01428
498,1792800,22483058,51840,15517,0,0,24006,27834,0,0,0,0,0,0,100,0,52937,20745774,15565,13882550,15565,0,15565,0,0,0,0,0,0,100,0,37372,18428,18428,18428,258,18428,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,156100,71684,1.75922e+13,2.02913
499,1796400,22533361,50303,15088,0,0,23466,26837,0,0,0,0,0,0,100,0,52014,20797196,15120,13915821,15120,0,15120,0,0,0,0,0,0,100,0,36894,18151,18151,18151,296,18151,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,153069,68357,1.75922e+13,2.04354
500,1800000,22580509,47148,14220,0,0,21754,25394,0,0,0,0,0,0,100,0,35590,20832090,14256,13940396,14256,0,14256,0,0,0,0,0,0,100,0,21334,10319,10319,10319,348,10319,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,157006,71946,1.75922e+13,2.05714
501,1803600,22626459,45950,13753,0,0,21103,24847,0,0,0,0,0,0,100,0,55323,20886769,13781,13974626,13781,0,13781,0,0,0,0,0,0,100,0,41542,20449,20449,20449,322,20449,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,150338,64956,1.75922e+13,2.07028
502,1807200,22672777,46318,13723,0,0,21377,24941,0,0,0,0,0,0,100,0,30979,20917272,13755,13996755,13755,0,13755,0,0,0,0,0,0,100,0,17224,8374,8374,8374,238,8374,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,155719,70099,1.75922e+13,2.0834
503,1810800,22721187,48410,14429,0,0,22767,25643,0,0,0,0,0,0,100,0,60438,20977054,14466,14033879,14466,0,14466,0,0,0,0,0,0,100,0,45972,22658,22658,22658,328,22658,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,147527,61579,1.75922e+13,2.0972
504,1814400,22761030,39843,11668,0,0,18536,21307,0,0,0,0,0,0,100,0,33756,21010288,12164,14056578,12164,0,12164,0,0,0,0,0,0,100,0,21592,10535,10535,10535,261,10535,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,149156,62947,1.75922e+13,2.1088
505,1818000,22800965,39935,12127,0,0,18506,21429,0,0,0,0,0,0,100,0,32526,21042242,12252,14078681,12252,0,12252,0,0,0,0,0,0,100,0,20274,9851,9851,9851,286,9851,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,151557,65062,1.75922e+13,2.12048
506,1821600,22837941,36976,10646,0,0,17740,19236,0,0,0,0,0,0,100,0,49390,21091294,11818,14109116,11818,0,11818,0,0,0,0,0,0,100,0,37572,18617,18617,18617,169,18617,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,144758,58094,1.75922e+13,2.13175
507,1825200,22865803,27862,9014,0,0,12253,15609,0,0,0,0,0,0,100,0,33394,21124158,9094,14130095,9094,0,9094,0,0,0,0,0,0,100,0,24300,11885,11885,11885,265,11885,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,141967,55038,1.75922e+13,2.14042
508,1828800,22896185,30382,9523,0,0,13960,16422,0,0,0,0,0,0,100,0,37619,21161157,9625,14153407,9625,0,9625,0,0,0,0,0,0,100,0,27994,13687,13687,13687,310,13687,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,137905,50666,1.75922e+13,2.1496
509,1832400,22922868,26683,8539,0,0,12180,14503,0,0,0,0,0,0,100,0,32106,21192815,8658,14173565,8658,0,8658,0,0,0,0,0,0,100,0,23448,11500,11500,11500,224,11500,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,135063,47600,1.75922e+13,2.15786
510,1836000,22956137,33269,10646,0,0,15031,18238,0,0,0,0,0,0,100,0,42660,21235209,10758,14200141,10758,0,10758,0,0,0,0,0,0,100,0,31902,15818,15818,15818,132,15818,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,130003,42408,1.75922e+13,2.16812
511,1839600,23002320,46183,14552,0,0,21449,24734,0,0,0,0,0,0,100,0,58140,21292905,14614,14236296,14614,0,14614,0,0,0,0,0,0,100,0,43526,21541,21541,21541,222,21541,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,123076,35259,1.75922e+13,2.18206
512,1843200,23048456,46136,14612,0,0,20841,25295,0,0,0,0,0,0,100,0,41154,21333333,14710,14263865,14709,0,14709,1,0,0,0,3.62726e-05,0,99.9964,0,26444,12859,12859,12859,363,12859,0,0,0,0,0,0,0,0,0,100,0,1.15521e-05,0,99.9988,0,124926,36747,1.75922e+13,2.19608
513,1846800,23094314,45858,14707,2,0,20452,25404,2,0,0,0,4.36129e-05,0,99.9956,0,53453,21386342,14975,14297857,14975,0,14975,0,0,0,0,0,0,100,0,38478,19017,19017,19017,222,19017,0,0,0,0,0,0,0,0,0,100,0,2.02292e-05,0,99.998,0,120884,32483,1.75922e+13,2.21037
514,1850400,23139432,45118,14294,6,0,20695,24417,6,0,0,0,0.000132985,0,99.9867,0,25847,21411459,14441,14317636,14441,0,14441,0,0,0,0,0,0,100,0,11406,5338,5338,5338,365,5338,0,0,0,0,0,0,0,0,0,100,0,8.54275e-05,0,99.9915,0,129987,41221,1.75922e+13,2.22414
515,1854000,23179828,40396,12122,1,0,18508,21887,1,0,0,0,2.47549e-05,0,99.9975,0,19130,21430161,13068,14333521,13068,0,13068,0,0,0,0,0,0,100,0,6062,2817,2817,2817,214,2817,0,0,0,0,0,0,0,0,0,100,0,1.6921e-05,0,99.9983,0,140238,51258,1.75922e+13,2.2366
516,1857600,23226119,46291,14263,0,0,22014,24277,0,0,0,0,0,0,100,0,55635,21485080,14937,14368449,14937,0,14937,0,0,0,0,0,0,100,0,40698,19991,19991,19991,358,19991,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,135184,45846,1.75922e+13,2.25085
517,1861200,23275913,49794,15837,1,0,22768,27025,1,0,0,0,2.00827e-05,0,99.998,0,47894,21532182,15856,14399928,15856,0,15856,0,0,0,0,0,0,100,0,32038,15623,15623,15623,396,15623,0,0,0,0,0,0,0,0,0,100,0,1.03203e-05,0,99.999,0,135417,45683,1.75922e+13,2.26597
518,1864800,23328489,52576,16296,2,0,25338,27236,2,0,0,0,3.80402e-05,0,99.9962,0,39784,21571032,16310,14427508,16310,0,16310,0,0,0,0,0,0,100,0,23474,11270,11270,11270,467,11270,0,0,0,0,0,0,0,0,0,100,0,2.18756e-05,0,99.9978,0,140457,50256,1.75922e+13,2.28152
519,1868400,23381662,53173,17114,2,0,25025,28146,2,0,0,0,3.76131e-05,0,99.9962,0,53759,21623751,17129,14462432,17129,0,17129,0,0,0,0,0,0,100,0,36630,17795,17795,17795,520,17795,0,0,0,0,0,0,0,0,0,100,0,1.88872e-05,0,99.9981,0,139791,49070,1.75922e+13,2.29786
520,1872000,23436161,54499,17013,0,0,25375,29124,0,0,0,0,0,0,100,0,42074,21664795,17062,14491485,17062,0,17062,0,0,0,0,0,0,100,0,25012,11991,11991,11991,515,11991,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,144862,53626,1.75922e+13,2.31413
521,1875600,23486100,49939,15849,0,0,22685,27254,0,0,0,0,0,0,100,0,34402,21698197,15900,14516136,15900,0,15900,0,0,0,0,0,0,100,0,18502,8751,8751,8751,500,8751,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,152011,60275,1.75922e+13,2.32929
522,1879200,23540746,54646,17031,0,0,25388,29258,0,0,0,0,0,0,100,0,73506,21771027,17054,14561078,17054,0,17054,0,0,0,0,0,0,100,0,56452,27888,27888,27888,338,27888,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,141177,49103,1.75922e+13,2.34556
523,1882800,23589068,48322,15051,0,0,22560,25762,0,0,0,0,0,0,100,0,38423,21808940,15089,14587579,15089,0,15089,0,0,0,0,0,0,100,0,23334,11412,11412,11412,255,11412,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,144854,52525,1.75922e+13,2.35995
524,1886400,23638109,49041,15488,0,0,22426,26615,0,0,0,0,0,0,100,0,48250,21856700,15544,14619231,15544,0,15544,0,0,0,0,0,0,100,0,32706,16108,16108,16108,245,16108,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,144290,51716,1.75922e+13,2.37477
525,1890000,23685003,46894,14806,0,0,21722,25172,0,0,0,0,0,0,100,0,43036,21899224,14846,14647916,14846,0,14846,0,0,0,0,0,0,100,0,28190,13839,13839,13839,256,13839,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,145297,52467,1.75922e+13,2.38893
526,1893600,23728650,43647,14157,0,0,19841,23806,0,0,0,0,0,0,100,0,46388,21945208,14184,14678000,14184,0,14184,0,0,0,0,0,0,100,0,32204,15900,15900,15900,202,15900,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,143581,50549,1.75922e+13,2.40246
527,1897200,23764776,36126,11468,0,0,16793,19333,0,0,0,0,0,0,100,0,25943,21970725,11505,14696511,11505,0,11505,0,0,0,0,0,0,100,0,14438,7006,7006,7006,213,7006,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,148080,54835,1.75922e+13,2.41343
528,1900800,23794308,29532,9181,0,0,13856,15676,0,0,0,0,0,0,100,0,16217,21986460,9269,14709013,9269,0,9269,0,0,0,0,0,0,100,0,6948,3233,3233,3233,241,3233,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,154116,60630,1.75922e+13,2.42227
529,1904400,23820482,26174,8268,0,0,12033,14141,0,0,0,0,0,0,100,0,19697,22005983,8281,14722915,8281,0,8281,0,0,0,0,0,0,100,0,11416,5621,5621,5621,87,5621,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,156776,63203,1.75922e+13,2.43016
530,1908000,23848687,28205,8976,0,0,12928,15277,0,0,0,0,0,0,100,0,44757,22050260,8993,14749550,8993,0,8993,0,0,0,0,0,0,100,0,35764,17642,17642,17642,240,17642,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,148127,54314,1.75922e+13,2.43874
531,1911600,23873603,24916,7814,0,0,11233,13683,0,0,0,0,0,0,100,0,31311,22081051,7827,14768859,7827,0,7827,0,0,0,0,0,0,100,0,23484,11482,11482,11482,260,11482,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,144472,50399,1.75922e+13,2.44621
532,1915200,23898978,25375,8166,0,0,11226,14149,0,0,0,0,0,0,100,0,42541,22123064,8183,14793957,8183,0,8183,0,0,0,0,0,0,100,0,34358,16915,16915,16916,263,16915,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,135740,41404,1.75922e+13,2.45401
533,1918800,23925578,26600,8575,0,0,11685,14915,0,0,0,0,0,0,100,0,29761,22152419,8587,14812928,8587,0,8587,0,0,0,0,0,0,100,0,21174,10384,10384,10385,202,10384,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,133943,39405,1.75922e+13,2.4622
534,1922400,23955195,29617,9429,0,0,13445,16172,0,0,0,0,0,0,100,0,37788,22189843,9440,14836360,9440,0,9440,0,0,0,0,0,0,100,0,28348,13992,13992,13993,181,13992,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,129391,34672,1.75922e+13,2.4712
535,1926000,23989561,34366,10973,0,0,15689,18677,0,0,0,0,0,0,100,0,33332,22222749,10996,14858311,10996,0,10996,0,0,0,0,0,0,100,0,22336,10955,10955,10955,213,10955,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,129432,34500,1.75922e+13,2.48169
536,1929600,24025898,36337,11400,0,0,16472,19865,0,0,0,0,0,0,100,0,27620,22250055,11412,14877670,11412,0,11412,0,0,0,0,0,0,100,0,16208,7947,7947,7947,157,7947,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,132897,37808,1.75922e+13,2.49257
537,1933200,24063408,37510,11874,0,0,17407,20103,0,0,0,0,0,0,100,0,41973,22291701,11884,14904435,11884,0,11884,0,0,0,0,0,0,100,0,30089,14881,14881,14881,163,14881,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,129900,34648,1.75922e+13,2.5039
538,1936800,24099870,36462,11724,0,0,16757,19705,0,0,0,0,0,0,100,0,27757,22319246,11773,14924094,11773,0,11773,0,0,0,0,0,0,100,0,15984,7886,7886,7886,106,7886,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,133787,38429,1.75922e+13,2.51513
539,1940400,24135966,36096,11162,0,0,16781,19315,0,0,0,0,0,0,100,0,30919,22349751,11383,14945038,11383,0,11383,0,0,0,0,0,0,100,0,19536,9561,9561,9561,207,9561,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,135609,40044,1.75922e+13,2.52599
540,1944000,24174334,38368,11687,0,0,17555,20813,0,0,0,0,0,0,100,0,38805,22387944,12121,14970195,12121,0,12121,0,0,0,0,0,0,100,0,26684,13036,13036,13036,306,13036,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,134694,38823,1.75922e+13,2.53755
541,1947600,24214499,40165,11877,4,0,18707,21454,4,0,0,0,9.95892e-05,0,99.99,0,30565,22417901,12087,14991217,12087,0,12087,0,0,0,0,0,0,100,0,18478,8935,8935,8935,304,8935,0,0,0,0,0,0,0,0,0,100,0,5.70434e-05,0,99.9943,0,137846,41671,1.75922e+13,2.54907
542,1951200,24254547,40048,12293,15,0,19011,21022,15,0,0,0,0.000374551,0,99.9625,0,38955,22456120,12409,15016531,12409,0,12409,0,0,0,0,0,0,100,0,26546,12905,12905,12905,368,12905,0,0,0,0,0,0,0,0,0,100,0,0.000191652,0,99.9808,0,137350,40807,1.75922e+13,2.56091
543,1954800,24296024,41477,13251,0,0,19014,22463,0,0,0,0,0,0,100,0,49792,22505168,13350,15047730,13350,0,13350,0,0,0,0,0,0,100,0,36442,17849,17849,17849,372,17849,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,132851,35936,1.75922e+13,2.57364
544,1958400,24339975,43951,13573,0,0,19127,24824,0,0,0,0,0,0,100,0,42211,22546723,14601,15075808,14601,0,14601,0,0,0,0,0,0,100,0,27610,13477,13477,13477,328,13477,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,133975,36732,1.75922e+13,2.58756
545,1962000,24386726,46751,14220,12,0,22695,24044,12,0,0,0,0.000256679,0,99.9743,0,50600,22596879,14998,15108385,14998,0,14998,0,0,0,0,0,0,100,0,35602,17579,17579,17579,222,17579,0,0,0,0,0,0,0,0,0,100,0,0.00012383,0,99.9876,0,131394,33929,1.75922e+13,2.60187
546,1965600,24432763,46037,14392,0,0,21915,24122,0,0,0,0,0,0,100,0,48625,22645047,14676,15139807,14676,0,14676,0,0,0,0,0,0,100,0,33949,16746,16746,16746,227,16746,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,129324,31632,1.75922e+13,2.61586
547,1969200,24479991,47228,13755,0,0,23463,23765,0,0,0,0,0,0,100,0,31137,22675630,14199,15162198,14199,0,14199,0,0,0,0,0,0,100,0,16938,8192,8192,8192,277,8192,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,135331,37362,1.75922e+13,2.62941
548,1972800,24522542,42551,13900,0,0,19707,22844,0,0,0,0,0,0,100,0,55243,22730403,13937,15196553,13937,0,13937,0,0,0,0,0,0,100,0,41306,20418,20418,20418,235,20418,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,128850,30646,1.75922e+13,2.6427
549,1976400,24563363,40821,12889,0,0,18882,21939,0,0,0,0,0,0,100,0,44406,22774353,12926,15224991,12926,0,12926,0,0,0,0,0,0,100,0,31480,15512,15512,15512,228,15512,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,126264,27832,1.75922e+13,2.65502
550,1980000,24601743,38380,12054,0,0,17893,20487,0,0,0,0,0,0,100,0,31564,22805566,12091,15246643,12091,0,12091,0,0,0,0,0,0,100,0,19473,9561,9561,9561,175,9561,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,128794,30187,1.75922e+13,2.66655
551,1983600,24636306,34563,11054,0,0,15422,19141,0,0,0,0,0,0,100,0,44931,22850235,11067,15274511,11067,0,11067,0,0,0,0,0,0,100,0,33864,16801,16801,16801,130,16801,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,123060,24323,1.75922e+13,2.67711
552,1987200,24667891,31585,9906,0,0,14168,17417,0,0,0,0,0,0,100,0,31833,22881742,9891,15295210,9891,0,9891,0,0,0,0,0,0,100,0,21942,10808,10808,10808,163,10808,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,122143,23243,1.75922e+13,2.68654
553,1990800,24694912,27021,8605,0,0,12270,14751,0,0,0,0,0,0,100,0,18299,22899653,8637,15308484,8637,0,8637,0,0,0,0,0,0,100,0,9662,4637,4637,4637,194,4637,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,126143,27049,1.75922e+13,2.69478
554,1994400,24721200,26288,8450,0,0,11918,14370,0,0,0,0,0,0,100,0,33912,22933143,8468,15329463,8468,0,8468,0,0,0,0,0,0,100,0,25444,12511,12511,12511,211,12511,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,122100,22795,1.75922e+13,2.70285
555,1998000,24746353,25153,7960,1,0,11431,13721,1,0,0,0,3.97567e-05,0,99.996,0,24599,22957421,7976,15345590,7976,0,7976,0,0,0,0,0,0,100,0,16623,8151,8151,8151,159,8151,0,0,0,0,0,0,0,0,0,100,0,2.02302e-05,0,99.998,0,121925,22461,1.75922e+13,2.71046
556,2001600,24769331,22978,7349,0,0,10478,12500,0,0,0,0,0,0,100,0,18942,22976177,7376,15358656,7376,0,7376,0,0,0,0,0,0,100,0,11566,5690,5690,5690,91,5690,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,123611,24056,1.75922e+13,2.71749
557,2005200,24795211,25880,7772,0,0,12259,13621,0,0,0,0,0,0,100,0,19801,22995498,7991,15372312,7991,0,7991,0,0,0,0,0,0,100,0,11810,5665,5665,5666,239,5665,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,125937,26143,1.75922e+13,2.72512
558,2008800,24821712,26501,8487,0,0,12105,14396,0,0,0,0,0,0,100,0,30796,23025950,8518,15391797,8518,0,8518,0,0,0,0,0,0,100,0,22278,10967,10967,10967,172,10967,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,123488,23522,1.75922e+13,2.73324
559,2012400,24851886,30174,9477,1,0,13634,16539,1,0,0,0,3.31411e-05,0,99.9967,0,27633,23053239,9619,15410251,9619,0,9619,0,0,0,0,0,0,100,0,18014,8835,8835,8835,172,8835,0,0,0,0,0,0,0,0,0,100,0,1.74025e-05,0,99.9983,0,124272,24134,1.75922e+13,2.74241
560,2016000,24886480,34594,10185,0,0,17107,17487,0,0,0,0,0,0,100,0,35487,23088368,10365,15432998,10365,0,10365,0,0,0,0,0,0,100,0,25122,12382,12382,12383,178,12382,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,122255,21939,1.75922e+13,2.7523
561,2019600,24919025,32545,9951,0,0,15434,17111,0,0,0,0,0,0,100,0,30652,23118490,9986,15453052,9986,0,9986,0,0,0,0,0,0,100,0,20666,10068,10068,10068,265,10068,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,122173,21592,1.75922e+13,2.76182
562,2023200,24951141,32116,10206,0,0,14550,17566,0,0,0,0,0,0,100,0,34973,23153083,10249,15475473,10249,0,10249,0,0,0,0,0,0,100,0,24724,12172,12172,12173,189,12172,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,120250,19480,1.75922e+13,2.7716
563,2026800,24984287,33146,10572,0,0,15219,17927,0,0,0,0,0,0,100,0,32764,23185529,10648,15497020,10648,0,10648,0,0,0,0,0,0,100,0,22116,10899,10899,10899,159,10899,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,119999,19070,1.75922e+13,2.78175
564,2030400,25018865,34578,10907,0,0,15700,18878,0,0,0,0,0,0,100,0,28836,23213849,11026,15516693,11026,0,11026,0,0,0,0,0,0,100,0,17810,8647,8647,8648,257,8647,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,122378,21192,1.75922e+13,2.79226
565,2034000,25054846,35981,11226,0,0,16595,19386,0,0,0,0,0,0,100,0,39619,23252974,11297,15541904,11297,0,11297,0,0,0,0,0,0,100,0,28322,13914,13914,13914,247,13914,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,119761,18328,1.75922e+13,2.80304
566,2037600,25091375,36529,11314,0,0,16988,19541,0,0,0,0,0,0,100,0,22796,23275052,11336,15558611,11336,0,11336,0,0,0,0,0,0,100,0,11460,5371,5371,5371,359,5371,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,125726,23934,1.75922e+13,2.81385
567,2041200,25129359,37984,11975,0,0,17762,20222,0,0,0,0,0,0,100,0,34473,23308775,11995,15581470,11995,0,11995,0,0,0,0,0,0,100,0,22478,10864,10864,10864,375,10864,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,126857,24690,1.75922e+13,2.82529
568,2044800,25171170,41811,13160,0,0,18766,23045,0,0,0,0,0,0,100,0,37179,23345378,13171,15606357,13171,0,13171,0,0,0,0,0,0,100,0,24008,11716,11716,11716,288,11716,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,128312,25857,1.75922e+13,2.83785
569,2048400,25212735,41565,13205,0,0,18898,22667,0,0,0,0,0,0,100,0,42642,23387344,13238,15633959,13238,0,13238,0,0,0,0,0,0,100,0,29404,14364,14364,14364,338,14364,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,127186,24393,1.75922e+13,2.85047
570,2052000,25254346,41611,13019,7,0,19173,22431,7,0,0,0,0.000168225,0,99.9832,0,46528,23433276,13020,15663435,13020,0,13020,0,0,0,0,0,0,100,0,33508,16456,16456,16456,298,16456,0,0,0,0,0,0,0,0,0,100,0,7.99607e-05,0,99.992,0,123750,20659,1.75922e+13,2.86289
571,2055600,25300509,46163,13997,8,0,21370,24785,8,0,0,0,0.000173299,0,99.9827,0,44789,23477589,14015,15692599,14015,0,14015,0,0,0,0,0,0,100,0,30774,15149,15149,15149,238,15149,0,0,0,0,0,0,0,0,0,100,0,8.84212e-05,0,99.9912,0,122616,19287,1.75922e+13,2.87626
572,2059200,25341866,41357,12999,0,0,18819,22538,0,0,0,0,0,0,100,0,32962,23510173,13050,15715416,13050,0,13050,0,0,0,0,0,0,100,0,19912,9767,9767,9767,189,9767,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,125899,22381,1.75922e+13,2.8887
573,2062800,25381864,39998,12228,0,0,18870,21128,0,0,0,0,0,0,100,0,41776,23551439,12246,15742172,12246,0,12246,0,0,0,0,0,0,100,0,29530,14510,14510,14510,255,14510,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,123635,19862,1.75922e+13,2.90038
574,2066400,25417354,35490,11169,0,0,16186,19304,0,0,0,0,0,0,100,0,33380,23584591,11190,15764343,11190,0,11190,0,0,0,0,0,0,100,0,22190,10981,10981,10981,114,10981,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,123844,19957,1.75922e+13,2.91105
575,2070000,25449581,32227,10255,0,0,14997,17230,0,0,0,0,0,0,100,0,35983,23620210,10265,15787285,10265,0,10265,0,0,0,0,0,0,100,0,25718,12677,12677,12677,182,12677,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,121432,17363,1.75922e+13,2.92084
576,2073600,25480312,30731,9867,0,0,13688,17043,0,0,0,0,0,0,100,0,26412,23646346,9892,15805299,9892,0,9892,0,0,0,0,0,0,100,0,16520,8122,8122,8122,138,8122,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,123202,18995,1.75922e+13,2.93028
577,2077200,25508633,28321,8990,0,0,12893,15428,0,0,0,0,0,0,100,0,30544,23676498,8994,15824872,8994,0,8994,0,0,0,0,0,0,100,0,21550,10579,10579,10579,196,10579,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,121617,17214,1.75922e+13,2.93885
578,2080800,25545783,37150,9596,5,0,17866,19279,5,0,0,0,0.000134589,0,99.9865,0,27968,23704144,12124,15844757,12124,0,12124,0,0,0,0,0,0,100,0,15844,7761,7761,7761,161,7761,0,0,0,0,0,0,0,0,0,100,0,7.71653e-05,0,99.9923,0,125980,21416,1.75922e+13,2.95042
579,2084400,25571747,25964,8167,0,0,11813,14151,0,0,0,0,0,0,100,0,15371,23719143,8173,15856343,8173,0,8173,0,0,0,0,0,0,100,0,7198,3413,3413,3413,186,3413,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,130740,25990,1.75922e+13,2.95821
580,2088000,25604241,32494,10237,0,0,14692,17802,0,0,0,0,0,0,100,0,32658,23751393,10234,15877585,10234,0,10234,0,0,0,0,0,0,100,0,22424,11008,11008,11008,204,11008,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,129966,25012,1.75922e+13,2.96797
581,2091600,25637196,32955,10313,0,0,15294,17661,0,0,0,0,0,0,100,0,38228,23789331,10314,15901711,10314,0,10314,0,0,0,0,0,0,100,0,27914,13812,13812,13812,145,13812,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,126468,21369,1.75922e+13,2.97781
